5.486627122	34576833.06	64192996325	0	0	0
5.509457932	34655836.92	64340873085	0	0	0
5.645728039	34764994.22	64543786379	0	0	0
5.975840783	34922691.07	64835029928	0	0	0
6.198944942	35105342.6	65170177084	0	0	0
5.942267205	35314841.42	65555687779	0	0	0
6.287296953	35481636.51	65865322563	0	0	0
6.341488734	35677929.19	66230797433	0	0	0
6.449636096	35913669.75	66674561849	0	0	0
6.730052757	36195088.51	67206173581	0	0	0
6.841685953	36516027.29	67807971997	0	0	0
6.762004041	36863868.68	68453033816	0	0	0
6.672636168	37253000.28	69165691497	0	0	0
6.645864849	37651976.36	69885509672	0	0	0
6.77005396	38023356.2	70544435634	0	0	0
6.862833293	38343676.26	71141190236	0	0	0
6.975586185	38520245.52	71506060885	0	0	0
7.127719571	38651594.65	71762803675	0	0	0
7.345740983	38760974.36	72026991833	0	0	0
7.505824194	38860729.18	72253923706	0	0	0
7.605827526	38953008.71	72396092136	0	0	0
7.674066303	38978457.11	72370572414	0	0	0
7.684961212	38993256.12	72292833957	0	0	0
7.566790452	38991502.51	72154945136	0	0	0
7.695539375	38959099.23	71969144008	0	0	0
7.84657859	38905098.68	72207863158	0	0	0
7.849850759	38832081.99	72460664984	0	0	0
7.952773998	38766444.97	72105587651	0	0	0
8.334501441	38682406.7	72490830150	0	0	0
8.368897236	38574340.51	72134016761	0	0	0
8.597751585	38451122.37	71173027506	0	0	0
8.62957567	38356411.34	70499084034	0	0	0
8.564087633	38271452.82	69921944298	0	0	0
8.494066114	38289192.09	69533172842	0	0	0
8.398252584	38397734.27	69691887694	0	0	0
8.439760494	38471717.42	69710751956	0	0	0
8.482472773	38459984.11	69727951191	0	0	0
8.494626393	38561468.4	70104749550	0	0	0
8.349611534	38740063.28	70003294345	0	0	0
8.049356302	38825161.94	68953487609	0	0	0
8.222225619	38821427.85	68985677286	0	0	0
8.26415842	38715698.13	68642932792	0	0	0
8.155987234	38630701.54	66985636477	0	0	0
8.128248905	38878084.92	66870306059	0	0	0
8.111706536	39035660.85	67024229687	0	0	0
8.151437586	38813169.2	66875090534	0	0	0
8.142453586	38591970.45	66764108887	0	0	0
